author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count
1263376361072103425,DurgaDp69865062,50,2441,,,b'Good project #NEAR #NEARnft #nearNFTs #SEDAO  #NFTCommmunity #NFTs #neargiveaway #nearprotocol #luckygiraffes #NFTCollector@hdikhr @pwnmaster123 @yehnahh https://t.co/bCLJbMGifF',2022-07-06 12:57:58+00:00,2,1,3,1
1541512291530772481,SharpHeather8,0,2183,,,b'   @NearChameleons                                       #NFTs  #blockchain #p2e  #Near #NEAR #SOL #free #nearNFTs  #Giveaway #nft #sol el74fs2hvy',2022-07-06 12:54:41+00:00,0,0,0,0
1140084269676519426,se_dao1,842,102,"Early NFT Project's, & More | Dm For Marketing & Collaborations  | Free Earning Telegram  https://t.co/ExPBaRmSix",,b' BIG GIVEAWAY 10 WL spots &amp; 2 $NEAR 1Follow @se_dao1 &amp; @LuckyGiraffes2  &amp; RT  Tag 3 FriendsWinners will be announced in 48hGood Luck #NEAR #NEARnft #nearNFTs #SEDAO  #NFTCommmunity #NFTs #neargiveaway #nearprotocol #luckygiraffes #NFTCollector https://t.co/cdGRRs0l8Q',2022-07-06 12:50:55+00:00,43,36,51,10
1541729226184851461,HendersonColle3,2,1970,,,b'   @NearChameleons                                       #bitcoin #solana #Near #Free #cryptocurrency #solana  #NFTGiveaway  #nfts #near #giveawaynear #nearNFTs  5jt6oc198m',2022-07-06 12:49:49+00:00,0,0,0,0
1460877880330760199,beetogether_org,195,168,Our vision is to create & expand a strong collaboration with organisations to support the environment in the digital world. We focus on fundraising for NPO/NGOs,,b'awesome #nfts @naturelovearthttps://t.co/v5PsHkhg6r#beetogether #beetogetherorg #NFTCommunity #nftcollector #nftart #nftartist #cryptoartist #cryptoart #nftinvestors #nftinvestor #nearfundraising #nearprotocol #nftfundraising #greennft #NEARnft #nearNFTs #neardrop #neardrops https://t.co/RIhSWkCyE8',2022-07-06 12:48:00+00:00,0,0,0,0
1351757846476587011,mutanttiger_nft,4711,11903,"Special Lecturer, University /artist painting #NFT welcom🐯 https://t.co/HPe454i7a1",Changmai,b'Hi tigertime to meet family ep.4Coming soon WIPhttps://t.co/HVQtW2OlFg#NFTCommumity #NFTCommumity #NFTcollections #NEAR #nearNFTs #NEARnft https://t.co/n28y6eH6CV https://t.co/lFUuk7UFcn',2022-07-06 12:46:37+00:00,2,1,2,0
1541503454505566214,GonzalesChad3,0,2380,,,b'   @NearChameleons                                       #NFT #giveawaynear #Giveaway #btc #Giveaway #crypto #giveawaynear #nearNFTs  #nft #Near #Giveaway t463nezr794d3kn9d8',2022-07-06 12:41:44+00:00,0,0,0,0
1541495481402023944,MendozaAbunsef1,0,2043,,,b'   @NearChameleons                                       #solana  #Giveaway #Free #Free #solana #nearNFTs  #give #free #nft  #NFTs  #near h8v464rs3vow6v2g',2022-07-06 12:39:51+00:00,0,0,1,0
1541484580611538944,KounnavongJ,2,2040,,,b'   @NearChameleons                                       #SOL #Contest #solana #nearNFTs  #NFTcommunity  #nfts #giveawaynear #solana  #NFTs  #give #blockchain 3f3age2qnxnj9a678j',2022-07-06 12:28:09+00:00,0,0,0,0
15358229,fakiredua,1430,11959,"Blockchain Explorers🧭, #OkayBears, #NEAR, #ICP, CM at Toniq Labs, Marketing/Sales Pro irl, #NFTs, #SOL, DM for Promos",,"b'#gm #NEAR As a project owner/team member, if you are not actively engage with your community, you are nothing but a disappointment.  This is the reason @ASAC_NFT &amp; @SecretSkellies made it. #nearNFTs #NEARProtocol #NFTCommunity https://t.co/Hh7gNoa3zO'",2022-07-06 12:17:13+00:00,0,0,6,3
1541486505771864068,Anderso05075300,0,2040,,,b'   @NearChameleons                                       #NEARnft #Near #btc #nearNFTs  #Free #NEAR #p2e  #NFT #p2e  #NFTGiveaway  #near tceq2wm',2022-07-06 12:00:29+00:00,0,0,0,0
1541489586890760194,DanielsBen5,0,2230,,,b'   @NearChameleons                                       #NFT #Crypto #btc #nft #p2e  #nft #Crypto #Crypto #nearNFTs  #solana  #Crypto hmit79',2022-07-06 11:59:58+00:00,0,0,0,0
1541486505771864068,Anderso05075300,0,2040,,,b'   @NearChameleons                                       #free #giveawaynear #Crypto #crypto #SOL #Near #nft #p2e  #nearNFTs  #NFTGiveaway  #Crypto ya3dwt53f',2022-07-06 11:58:11+00:00,0,0,0,0
1541481825759072261,PerronRyan1,2,2289,,,b'   @NearChameleons                                       #SOL #NEARProtocol #nearNFTs  #NFTs  #NFTGiveaway  #p2e  #NFTGiveaway  #btc #NFTGiveaway  #NFTGiveaway  #blockchain yps1mr4915',2022-07-06 11:56:55+00:00,0,0,0,0
1541480465198186496,LeoTalcott,1,1836,,,b'   @NearChameleons                                       #NFT #solana #solana  #Crypto #bitcoin #solana  #NFT #near #Giveaway #nearNFTs  #NEARProtocol 2684ssyd2b',2022-07-06 11:50:10+00:00,0,0,0,0
1541480465198186496,LeoTalcott,1,1836,,,b'   @NearChameleons                                       #giveawaynear #NEARProtocol #free #Free #NEARnft #near #nearNFTs  #giveawaynear #solana #solana #nfts qgpmh',2022-07-06 11:45:42+00:00,0,0,0,0
1541479232068624384,WhiteKi09328774,1,2143,,,b'   @NearChameleons                                       #near #NEARProtocol #cryptocurrency #Near #NFTs  #nfts #nft #nearNFTs  #blockchain #Free #nearNFTs  k7hub',2022-07-06 11:40:30+00:00,0,0,0,0
1541478660737310721,SmithRoberta12,1,2277,,,b'   @NearChameleons                                       #crypto #sol #sol #NFTs  #giveawaynear #btc #nearNFTs  #NEARnft #NFTGiveaway  #Free #cryptocurrency nhy808nddler9ww',2022-07-06 11:38:00+00:00,0,0,0,0
1541478660737310721,SmithRoberta12,1,2277,,,b'   @NearChameleons                                       #give #p2e  #Near #SOL #nearNFTs  #NFTcommunity  #NFT #crypto #bitcoin #free #nft  2xw0tm7lm53jfccdg',2022-07-06 11:35:24+00:00,0,0,0,0
1541478660737310721,SmithRoberta12,1,2277,,,b'   @NearChameleons                                       #NEARnft #Contest #solana #NEARProtocol #Contest #nfts #give #Free #nearNFTs  #NFT #NFTGiveaway  itpj92cklc1tcghx',2022-07-06 11:33:43+00:00,0,0,0,0
810681247722831873,EcarrossNft,745,1920,"I Am 35yrs old Full Time Artist 

CITY NIGHT Collection
Paras : https://t.co/4K6mV483s0…
Discord : https://t.co/5Nm6zcH5FG",Thailand,"b'""CITY NIGHT"" RAFFLE TODAY @ParasHQ NEW LIST City Night #086 and #087 on Paras FOR RAFFLE Sale at 8 P.M. on Wednesday  July 6th GMT+7 Thailand   2  #NFTCommunity #nearNFTs https://t.co/CtIN303mFl'",2022-07-06 11:29:27+00:00,2,0,4,0
1541477195977195521,StubbsJennifer2,1,2030,,,b'   @NearChameleons                                       #give #nft  #sol #nfts #Giveaway #sol #NEAR #nearNFTs  #crypto #sol #NFTs  mz9xwk6e5yyc3k',2022-07-06 11:28:15+00:00,0,0,0,0
1541474097590374400,BatesMary4,1,2222,,,b'   @NearChameleons                                       #Free #Near #NFTs  #blockchain #Crypto #near #NFT #nearNFTs  #Crypto #NFT #nearNFTs  d2i8u1w9houxm',2022-07-06 11:25:03+00:00,0,0,0,0
1541474097590374400,BatesMary4,1,2222,,,b'   @NearChameleons                                       #Crypto #NFTs  #NFTcommunity  #NFT #cryptocurrency #nearNFTs  #NFT #SOL #Near #nearNFTs  #NEAR 3oft1r0qngrc3i6jz',2022-07-06 11:21:02+00:00,0,0,0,0
1541474097590374400,BatesMary4,1,2222,,,b'   @NearChameleons                                       #NFTcommunity  #Contest #SOL #nearNFTs  #free #give #Free #NFTGiveaway  #bitcoin #NFT #SOL enuk42wye81',2022-07-06 11:20:03+00:00,0,0,1,0
1541848385497473024,LewisShawna5,1,2066,,,b'   @NearChameleons                                       #Contest #NEAR #solana  #NFTGiveaway  #crypto #sol #nearNFTs  #Crypto #Free #Near #p2e  3hy8gy8ou57mp',2022-07-06 11:17:15+00:00,0,0,0,0
1541512291530772481,SharpHeather8,0,2183,,,b'   @NearChameleons                                       #free #NFTs  #near #nft  #Near #free #Free #crypto #NFTcommunity  #p2e  #nearNFTs  rerxp9',2022-07-06 11:16:09+00:00,0,0,0,0
1541729226184851461,HendersonColle3,2,1970,,,b'   @NearChameleons                                       #Crypto #solana  #SOL #nearNFTs  #cryptocurrency #NFTcommunity  #give #sol #solana #cryptocurrency #solana  9i0vy0p038n',2022-07-06 11:11:38+00:00,0,0,0,0
1541503454505566214,GonzalesChad3,0,2380,,,b'   @NearChameleons                                       #free #nearNFTs  #nfts #nfts #Near #NEARProtocol #nft  #NEARProtocol #near #Giveaway #SOL 1am5go',2022-07-06 11:05:07+00:00,0,0,0,0
1541495481402023944,MendozaAbunsef1,0,2043,,,b'   @NearChameleons                                       #nfts #cryptocurrency #Contest #Giveaway #free #free #NFTs  #NEARnft #nearNFTs  #SOL #NFT d2hq075w',2022-07-06 11:03:33+00:00,0,0,0,0
1541503454505566214,GonzalesChad3,0,2380,,,b'   @NearChameleons                                       #crypto #SOL #cryptocurrency #NEAR #blockchain #NFTcommunity  #nearNFTs  #NFTGiveaway  #Giveaway #Giveaway #NEAR ioscg4icbmnqakx',2022-07-06 11:03:17+00:00,0,0,0,0
1541723416880873474,EfremBell,0,2210,,,b'   @NearChameleons                                       #nft #sol #crypto #nearNFTs  #give #nfts #solana #Giveaway #solana  #blockchain #Giveaway xg47qsxcz6',2022-07-06 10:59:13+00:00,0,0,0,0
1541498559903793156,GafliMichael1,2,2358,,,b'   @NearChameleons                                       #solana #NEARProtocol #p2e  #NFTcommunity  #solana  #NFT #btc #NFTcommunity  #bitcoin #give #nearNFTs  2xs3exhn',2022-07-06 10:58:21+00:00,0,0,0,0
1460877880330760199,beetogether_org,195,168,Our vision is to create & expand a strong collaboration with organisations to support the environment in the digital world. We focus on fundraising for NPO/NGOs,,b'your #nft investment helps us to @SaveTheClan for @AfrikaBurn  https://t.co/qGmETCgHEE#NFTCommunity #nftcollector #nftart #nftartist #cryptoart #nftinvestors #nftinvestor #nearfundraising #nearprotocol #nftfundraising #greennft #NEARnft #nearNFTs #neardrop #neardrops #NFTs https://t.co/wx5OgjbWrQ',2022-07-06 10:57:00+00:00,1,0,2,0
1541723416880873474,EfremBell,0,2210,,,b'   @NearChameleons                                       #near #Crypto #NFT #sol #nearNFTs  #blockchain #crypto #NEARnft #p2e  #NFTGiveaway  #NEARnft 8jkwel7',2022-07-06 10:56:43+00:00,0,0,0,0
1541484580611538944,KounnavongJ,2,2040,,,b'   @NearChameleons                                       #nearNFTs  #NEARProtocol #blockchain #nearNFTs  #Giveaway #nfts #NFTGiveaway  #nft  #nft  #Contest #NFTcommunity  8cutksv46nyw',2022-07-06 10:52:47+00:00,0,0,0,0
1541715137098387458,skaran_kevin,2,2214,,,b'   @NearChameleons                                       #sol #btc #p2e  #NFTs  #nearNFTs  #nearNFTs  #solana #bitcoin #sol #giveawaynear #p2e  s4pv9dw5qaug',2022-07-06 10:48:28+00:00,0,0,0,0
1541505504131809282,DrakePa51707030,0,2191,,,b'   @NearChameleons                                       #Crypto #Crypto #near #nearNFTs  #cryptocurrency #nfts #give #SOL #Crypto #nft #blockchain f6bmxo6s',2022-07-06 10:48:16+00:00,0,0,0,0
1541497420131041280,BawiDavid6,0,2041,,,b'   @NearChameleons                                       #NEARProtocol #blockchain #Giveaway #bitcoin #nearNFTs  #give #giveawaynear #NFTs  #crypto #solana  #NFT 4u84hayevxk',2022-07-06 10:46:04+00:00,0,0,0,0
1541497420131041280,BawiDavid6,0,2041,,,b'   @NearChameleons                                       #giveawaynear #NEARProtocol #nft  #solana #Crypto #bitcoin #giveawaynear #SOL #near #p2e  #nearNFTs  f8m9cwyxpck0o4ars',2022-07-06 10:44:35+00:00,0,0,0,0
1541489586890760194,DanielsBen5,0,2230,,,b'   @NearChameleons                                       #NEARnft #solana  #giveawaynear #sol #nft #cryptocurrency #nearNFTs  #free #give #cryptocurrency #nfts hkls0clefznfl0',2022-07-06 10:38:14+00:00,0,0,0,0
1541481825759072261,PerronRyan1,2,2289,,,b'   @NearChameleons                                       #giveawaynear #NFTGiveaway  #Contest #Contest #nearNFTs  #Crypto #Crypto #near #crypto #Free #near yezy9xb6fs4nddg',2022-07-06 10:29:41+00:00,0,0,0,0
1541480981349031936,OlivasCarol1,1,2186,,,b'   @NearChameleons                                       #nearNFTs  #nfts #near #solana  #near #crypto #Crypto #blockchain #NFTs  #free #sol qhc7truv',2022-07-06 10:28:08+00:00,0,0,0,0
1541727348680187904,CoxBrian14,2,2050,,,b'   @NearChameleons                                       #NFTs  #Crypto #nearNFTs  #btc #giveawaynear #solana #nearNFTs  #nearNFTs  #Giveaway #NFTcommunity  #give uxirt394mzbk9v6',2022-07-06 10:18:56+00:00,1,0,1,0
1541512291530772481,SharpHeather8,0,2183,,,b'   @NearChameleons                                       #nft #nearNFTs  #NFT #solana  #NFT #Near #Crypto #nft  #nfts #NFTcommunity  #nearNFTs  s1z5mcfwj9',2022-07-06 10:08:40+00:00,0,0,1,0
1541474097590374400,BatesMary4,1,2222,,,b'   @NearChameleons                                       #near #NEAR #crypto #give #give #nft #btc #nearNFTs  #Contest #Crypto #free kkiyzuc',2022-07-06 10:07:32+00:00,0,0,0,0
1541848385497473024,LewisShawna5,1,2066,,,b'   @NearChameleons                                       #nearNFTs  #cryptocurrency #give #near #giveawaynear #NEAR #p2e  #SOL #Contest #giveawaynear #cryptocurrency 3b33sayof',2022-07-06 10:07:04+00:00,0,0,0,0
1541512291530772481,SharpHeather8,0,2183,,,b'   @NearChameleons                                       #NFTGiveaway  #blockchain #Crypto #free #cryptocurrency #NFTGiveaway  #p2e  #nearNFTs  #nearNFTs  #blockchain #free fnnx5fbw897q9',2022-07-06 10:05:47+00:00,0,0,0,0
1541848385497473024,LewisShawna5,1,2066,,,b'   @NearChameleons                                       #Contest #cryptocurrency #nearNFTs  #btc #crypto #blockchain #NEAR #NFTGiveaway  #cryptocurrency #Contest #free rnsai',2022-07-06 10:04:57+00:00,0,0,0,0
1541503454505566214,GonzalesChad3,0,2380,,,b'   @NearChameleons                                       #Crypto #blockchain #cryptocurrency #NFTs  #NFTGiveaway  #nft #solana  #Free #Free #nearNFTs  #giveawaynear ohz8yyqot1bhz4',2022-07-06 10:00:00+00:00,0,0,1,0
1505444353124466689,nestercity_NFT,1627,752,"An NFT Project that offers you a fully-accessible metaverse (unlockable content). A total supply of 300 Virtual-estate units, built on @nearprotocol.",@parashq,"b""It's Tomorrow, guys! #NFTs $NEARYou can shill any of your projects on our Twitter space.#twitterspace #nft #NFTIndonesia #NEARnfts #nftNEAR #NFTshill #nftartSet a reminder for it :) https://t.co/dtnZtIaIWt""",2022-07-06 09:55:29+00:00,1,3,6,0
1541495481402023944,MendozaAbunsef1,0,2043,,,b'   @NearChameleons                                       #SOL #solana  #NEAR #Giveaway #nearNFTs  #p2e  #give #NFTs  #cryptocurrency #Contest #NEARnft nbe2bv3',2022-07-06 09:55:19+00:00,1,0,1,0
1541484580611538944,KounnavongJ,2,2040,,,b'   @NearChameleons                                       #NEARnft #NEARProtocol #crypto #cryptocurrency #nft #NEAR #giveawaynear #NFTs  #free #nearNFTs  #NFTcommunity  iruv8ofda4',2022-07-06 09:46:42+00:00,0,0,0,0
1541835614672371720,NemesAlex5,0,2160,,,b'   @NearChameleons                                       #p2e  #near #Near #cryptocurrency #nearNFTs  #NFTcommunity  #free #blockchain #sol #nearNFTs  #crypto pfgbyq4w4i9his',2022-07-06 09:43:49+00:00,0,0,0,0
1541835614672371720,NemesAlex5,0,2160,,,b'   @NearChameleons                                       #Giveaway #Contest #bitcoin #p2e  #Contest #nft #nearNFTs  #p2e  #btc #btc #NEAR btz91iquedowgglbar',2022-07-06 09:38:36+00:00,0,0,0,0
1541489943553478657,BestApril5,0,1880,,,b'   @NearChameleons                                       #Near #giveawaynear #solana  #btc #free #sol #crypto #nearNFTs  #Free #giveawaynear #NFTcommunity  zey59dl5oo8ysq52d3h9',2022-07-06 09:34:38+00:00,0,0,0,0
1541489586890760194,DanielsBen5,0,2230,,,b'   @NearChameleons                                       #crypto #NFTs  #nfts #nft #Crypto #nft #sol #nearNFTs  #NFTs  #NFTs  #NFTcommunity  3s4qc24mk',2022-07-06 09:23:38+00:00,0,0,0,0
1541483980398239745,BqmGould,0,1996,,,b'   @NearChameleons                                       #NFTcommunity  #p2e  #near #NFTs  #bitcoin #NFT #p2e  #Contest #nearNFTs  #sol #nft q75abj4t',2022-07-06 09:18:38+00:00,0,0,0,0
1541479232068624384,WhiteKi09328774,1,2143,,,b'   @NearChameleons                                       #nft  #SOL #btc #Crypto #cryptocurrency #NFTGiveaway  #giveawaynear #crypto #nfts #nearNFTs  #NEARProtocol f2on6r6x6le',2022-07-06 09:12:48+00:00,0,0,0,0
1541478660737310721,SmithRoberta12,1,2277,,,b'   @NearChameleons                                       #NFTs  #SOL #nearNFTs  #solana #solana #SOL #blockchain #solana #nearNFTs  #bitcoin #nft g3vb6cfy7r7c',2022-07-06 09:06:49+00:00,0,0,0,0
1541477195977195521,StubbsJennifer2,1,2030,,,b'   @NearChameleons                                       #NFTGiveaway  #Contest #Near #solana #Giveaway #bitcoin #Crypto #nearNFTs  #Giveaway #nft  #blockchain ke6cwxr3f2u',2022-07-06 09:06:05+00:00,0,0,0,0
1457011231089479684,Andyarhol,4,49,,,b'Nice thanks FeminuDAO #FEMINUDAO #FEMINUbounty#NFTCommunity #nftart #NFTs #nft#nftcollector #NEARProtocol #NEARnft#nearNFTs #mintbase@mintbase @MintbaseDAO @FeminuDAO https://t.co/KNrIWhTcci',2022-07-06 08:59:05+00:00,1,1,1,3
1541476338627973123,BrooksEmma7,1,2061,,,b'   @NearChameleons                                       #nfts #NFTcommunity  #NFT #p2e  #SOL #Contest #Crypto #sol #blockchain #bitcoin #nearNFTs  mpbuzqtahere',2022-07-06 08:57:11+00:00,0,0,0,0
1541474097590374400,BatesMary4,1,2222,,,b'   @NearChameleons                                       #giveawaynear #solana #NFT #give #blockchain #giveawaynear #NEAR #NEARnft #solana #NFTGiveaway  #nearNFTs  r711nwvrml3e',2022-07-06 08:54:39+00:00,0,0,0,0
1541495481402023944,MendozaAbunsef1,0,2043,,,b'   @NearChameleons                                       #cryptocurrency #Crypto #bitcoin #nft  #nearNFTs  #NFT #nearNFTs  #nearNFTs  #Near #SOL #NFT u3te410dr864h',2022-07-06 08:41:37+00:00,0,0,0,0
1541483952803815429,William79517138,0,2177,,,b'   @NearChameleons                                       #blockchain #btc #crypto #free #sol #give #nearNFTs  #Free #NFTGiveaway  #NFT #free z1099k5wnfbxsf4t3',2022-07-06 08:39:25+00:00,0,1,0,0
1541723416880873474,EfremBell,0,2210,,,b'   @NearChameleons                                       #SOL #bitcoin #nearNFTs  #btc #nearNFTs  #cryptocurrency #btc #NFTs  #blockchain #Near #NEARnft 7snr1nue3en',2022-07-06 08:38:37+00:00,0,0,0,0
1541483952803815429,William79517138,0,2177,,,b'   @NearChameleons                                       #btc #Free #btc #btc #bitcoin #btc #solana #crypto #nearNFTs  #NFTcommunity  #btc ptlycgs9f2jk9mbrek',2022-07-06 08:38:01+00:00,0,0,0,0
1541483952803815429,William79517138,0,2177,,,b'   @NearChameleons                                       #nft  #free #nfts #sol #nfts #p2e  #p2e  #NFTcommunity  #give #nearNFTs  #NFT y18tmwnpzr',2022-07-06 08:37:23+00:00,0,0,0,0
1541723416880873474,EfremBell,0,2210,,,b'   @NearChameleons                                       #NEARProtocol #solana  #sol #NEAR #NEARnft #Free #nearNFTs  #give #bitcoin #nft #cryptocurrency gbhyefepef',2022-07-06 08:36:46+00:00,0,0,0,0
1541484580611538944,KounnavongJ,2,2040,,,b'   @NearChameleons                                       #nearNFTs  #Giveaway #bitcoin #cryptocurrency #NFTGiveaway  #cryptocurrency #Crypto #NFTcommunity  #bitcoin #nearNFTs  #Free q20c88sl4kr',2022-07-06 08:36:30+00:00,0,0,0,0
